"TermTested","TermRostered","DistrictName","SchoolName","Teacher","ClassName","Subject","Course","ASGType","NormsReferenceData","GrowthComparisonPeriod","WIStartTerm","WIEndTerm","OptionalGroupingCategory","OptionGroupingGroup","StudentID","StudentLastName","StudentFirstName","StudentMiddleInitial","StudentGrade","TestDate","StartRIT","StartRITSEM","StartPercentile","StartPercentileSE","StartTestDuration","EndTestDate","EndRIT","EndRITSEM","EndPercentile","EndPercentileSE","EndTestDuration","ProjectedRIT","ProjectedGrowth","ObservedGrowth","ObservedGrowthSE","GrowthIndex","MetGrowthProjection?","ConditionalGrowthIndex","ConditionalGrowthPercentile","PercentageofStudentswhoMetorExceededtheirProjectedRIT","PercentageofProjectedGrowthMet","CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","CountofStudentswhoMetorExceededtheirProjectedGrowth","MedianConditionalGrowthPercentile","OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedRIT","OptionalGroupingOverallPercentageofProjectedRITMet","OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores","OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth","OptionalGroupingMedianConditionalGrowthPercentile","StartGrowthandAchievement","EndGrowthandAchievement","ConditionalGrowthPercentileAxis","AchievementPercentileAxis"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2561215153","CHENG","Victoria","U","4","9/1/","181","3.3","4","1.5","56","5/10/","188","3.26","14","4.0","41","188.00","7","7","4.3","0","Yes","0.0","50","60.4","171.6","22","13","57","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2569467023","FAN","Marcus","V","4","9/12/","194","3.4","31","8.9","112","5/15/","205","3.21","73","7.5","120","202.00","8","11","4.1","3","Yes","0.73","65","76.9","103.4","21","16","41","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2562478133","GAO","Fiona","K","4","9/7/","198","3.22","46","8.4","71","5/18/","214","3.49","93","4.5","92","206.00","8","16","4.3","8","Yes","1.86","87","74.2","171.7","23","17","58","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2561791391","JIANG","Alice","A","4","9/4/","200","3.35","54","6.1","89","5/3/","202","3.21","62","7.2","76","206.00","6","2","4.5","-4","No*","-0.89","32","79.3","134.1","23","18","56","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2538290610","JONES","Frank","D","4","9/9/","184","3.38","7","4.6","31","5/8/","179","3.36","2","2.8","90","191.00","7","-5","4.4","-12","No*","-2.73","1","47.3","197.9","24","11","59","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2569816445","KING","Victor","W","4","9/5/","183","3.24","5","1.1","78","5/16/","197","3.29","42","7.7","74","189.00","6","14","4.6","8","Yes*","1.74","85","73.4","157.9","24","18","56","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2592625597","LEE","Laura","U","4","9/13/","206","3.47","76","8.0","44","5/17/","217","3.34","96","2.6","76","210.00","4","11","5.3","7","Yes*","1.32","76","56.7","110.3","23","13","40","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2549786693","MARTIN","David","C","4","9/4/","195","3.23","34","8.5","33","5/16/","202","3.38","62","4.7","107","201.00","6","7","5.1","1","Yes*","0.2","54","66.3","110.6","25","17","35","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2556150987","MARTIN","Aaron","E","4","9/15/","201","3.26","58","5.3","48","5/14/","197","3.27","42","8.8","70","206.00","5","-4","5.1","-9","No*","-1.76","15","58.1","155.3","21","12","70","","","","","","Low-G/High-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2550446607","MILLER","Daniel","N","4","9/15/","193","3.26","27","7.2","39","5/18/","199","3.42","50","5.6","95","199.00","6","6","4.8","0","Yes","0.0","50","74.5","82.0","19","14","58","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2519679848","MOORE","Jason","Z","4","9/13/","189","3.36","16","6.5","101","5/11/","188","3.31","14","4.2","85","194.00","5","-1","4.9","-6","No","-1.22","26","45.4","103.6","15","7","63","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2519150490","ROBINSON","Aaron","U","4","9/9/","194","3.49","31","4.5","85","5/2/","205","3.29","73","7.1","53","201.00","7","11","5.3","4","Yes*","0.75","65","67.5","157.4","18","12","56","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2585414925","RODRIGUEZ","Calvin","N","4","9/13/","213","3.22","92","3.3","65","5/9/","214","3.22","93","4.5","42","219.00","6","1","5.4","-5","No","-0.93","31","67.5","192.5","18","12","45","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2544227688","TAYLOR","Chris","Z","4","9/14/","206","3.35","76","6.9","114","5/12/","201","3.33","58","6.5","81","209.00","3","-5","4.2","-8","No*","-1.9","12","68.3","135.8","19","13","72","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2510791740","WALKER","Derek","B","4","9/2/","210","3.38","86","2.1","108","5/12/","216","3.21","96","1.3","92","216.00","6","6","5.1","0","Yes*","0.0","50","45.1","140.9","22","10","71","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2587170132","WILLIAMS","Eric","N","4","","","","","","","5/3/","209","3.35","84","4.1","58","","","","","","","","","72.3","146.0","15","11","40","","","","","","","High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2549402883","WRIGHT","Derek","T","4","9/12/","204","3.2","69","5.3","49","5/14/","211","3.28","88","2.3","109","208.00","4","7","5.5","3","Yes*","0.55","61","46.5","140.5","25","12","60","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2533813700","XIE","Evan","T","4","9/14/","204","3.46","69","8.9","85","5/1/","215","3.27","95","2.2","114","213.00","9","11","4.5","2","Yes","0.44","59","52.2","109.8","22","11","58","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2584500200","YANG","Sam","A","4","9/11/","200","3.33","54","5.3","96","5/16/","216","3.21","96","1.6","94","212.00","12","16","5.5","4","Yes*","0.73","65","79.8","183.7","19","15","44","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Irving, Rachel","G4B","Science","Science K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2548468887","ZHAO","Nora","Z","4","9/5/","193","3.34","27","8.8","66","5/2/","199","3.47","50","7.4","55","196.00","3","6","4.1","3","Yes","0.73","65","70.9","185.1","19","13","42","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2530073763","ANDERSON","Evan","W","4","9/1/","214","3.21","66","5.3","43","5/7/","223","3.31","90","2.7","94","217.00","3","9","4.1","6","Yes","1.46","79","56.9","141.1","19","11","59","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2574894729","CAO","Ella","S","4","","","","","","","5/20/","209","3.44","46","6.5","36","","","","","","","","","56.4","135.5","24","14","64","","","","","","","Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2567486445","CHENG","Kevin","H","4","","","","","","","5/2/","219","3.44","82","5.7","103","","","","","","","","","49.3","142.2","18","9","67","","","","","","","High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2586140729","CLARK","Derek","R","4","9/10/","213","3.44","62","4.2","65","5/18/","227","3.24","96","2.0","85","219.00","6","14","4.6","8","Yes","1.74","85","79.9","166.8","17","14","39","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2589193333","CLARK","Mike","J","4","9/10/","199","3.25","14","3.1","95","5/3/","211","3.38","54","7.1","108","205.00","6","12","4.3","6","Yes*","1.4","78","74.4","104.1","19","14","53","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2539917031","DING","Luna","S","4","9/8/","198","3.21","12","2.3","51","5/3/","211","3.36","54","4.9","61","205.00","7","13","4.5","6","Yes","1.33","77","67.1","136.5","18","12","63","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2590444404","JIANG","Albert","C","4","9/7/","204","3.28","27","7.4","44","5/10/","204","3.39","27","7.1","39","211.00","7","0","4.4","-7","No","-1.59","18","55.5","186.4","17","9","47","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2545341684","KANG","Tyler","M","4","9/7/","210","3.32","50","7.8","118","5/5/","221","3.45","86","3.5","36","218.00","8","11","4.7","3","Yes*","0.64","63","61.1","110.6","19","12","45","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2589268452","KANG","George","N","4","9/9/","228","3.23","96","1.6","85","5/2/","235","3.42","99","1.7","54","235.00","7","7","4.8","0","Yes*","0.0","50","67.1","95.6","20","13","51","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2575211190","KING","Charlotte","Y","4","9/2/","204","3.3","27","5.8","34","5/18/","214","3.38","66","5.6","102","211.00","7","10","4.8","3","Yes*","0.62","62","70.5","158.2","17","12","46","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2579060560","LUO","Monica","F","4","9/6/","200","3.37","16","6.4","54","5/3/","208","3.23","42","8.1","77","206.00","6","8","4.9","2","Yes*","0.41","58","51.5","86.3","21","11","39","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2592414513","MARTIN","Derek","E","4","9/4/","200","3.23","16","6.8","97","5/1/","210","3.28","50","8.9","120","206.00","6","10","4.5","4","Yes","0.89","68","50.9","144.5","18","9","44","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2586972056","MARTIN","Alex","B","4","9/5/","223","3.42","90","2.9","46","5/6/","217","3.21","76","5.3","57","229.00","6","-6","4.2","-12","No","-2.86","1","78.4","168.9","25","20","35","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2558486337","MOORE","Nicole","B","4","9/15/","188","3.47","1","1.3","52","5/13/","194","3.32","5","2.0","90","191.00","3","6","4.4","3","Yes*","0.68","64","78.4","95.6","23","18","62","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2587926229","REN","Charlotte","E","4","9/8/","213","3.44","62","8.7","119","5/15/","214","3.25","66","4.9","103","217.00","4","1","5.1","-3","No","-0.59","38","59.1","104.9","22","13","41","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2565132193","SONG","Max","W","4","9/14/","204","3.22","27","4.1","65","5/6/","217","3.34","76","6.5","77","210.00","6","13","5.3","7","Yes","1.32","76","69.5","82.8","17","12","52","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2589134873","TAYLOR","Cathy","T","4","9/2/","207","3.46","38","6.6","40","5/12/","226","3.45","95","2.8","52","218.00","11","19","4.9","8","Yes","1.63","83","73.7","165.5","20","15","75","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2554322017","THOMAS","Noah","S","4","9/11/","210","3.32","50","6.9","102","5/2/","202","3.47","21","5.9","58","216.00","6","-8","5.0","-14","No","-2.8","1","46.8","191.3","22","10","73","","","","","","Low-G/High-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2554501625","WILSON","Rachel","M","4","9/3/","196","3.41","8","3.9","115","5/3/","206","3.42","34","6.2","76","202.00","6","10","5.1","4","Yes","0.78","66","62.7","115.2","25","16","39","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Language Usage","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2528790705","ZHOU","Eric","C","4","9/1/","204","3.22","27","8.9","94","5/9/","210","3.47","50","5.4","64","211.00","7","6","4.6","-1","No","-0.22","46","50.8","85.5","23","12","60","","","","","","Low-G/Low-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2530073763","ANDERSON","Evan","W","4","9/15/","212","3.4","84","7.4","82","5/13/","219","3.43","94","4.9","86","220.00","8","7","4.3","-1","No*","-0.23","45","55.7","147.4","20","11","60","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2574894729","CAO","Ella","S","4","9/12/","198","3.28","47","6.8","40","5/6/","205","3.46","68","6.8","78","205.00","7","7","4.5","0","Yes","0.0","50","53.1","130.4","19","10","40","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2567486445","CHENG","Kevin","H","4","9/8/","197","3.29","44","6.5","108","5/1/","208","3.22","76","5.6","34","202.00","5","11","4.7","6","Yes","1.28","76","73.0","83.3","16","12","38","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2586140729","CLARK","Derek","R","4","9/4/","212","3.22","84","9.0","60","5/8/","212","3.4","84","6.7","84","219.00","7","0","4.7","-7","No","-1.49","20","57.9","156.7","25","14","44","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2589193333","CLARK","Mike","J","4","9/8/","180","3.25","7","4.4","66","5/20/","188","3.27","20","7.3","61","185.00","5","8","4.1","3","Yes","0.73","65","67.4","98.0","17","11","36","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2539917031","DING","Luna","S","4","9/1/","222","3.45","96","1.5","70","5/1/","216","3.39","90","3.4","89","231.00","9","-6","5.2","-15","No","-2.88","1","62.5","120.6","19","12","67","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2590444404","JIANG","Albert","C","4","9/10/","185","3.47","14","4.3","56","5/14/","183","3.28","11","4.0","48","192.00","7","-2","4.9","-9","No*","-1.84","13","50.2","113.5","19","10","49","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2545341684","KANG","Tyler","M","4","9/3/","202","3.26","59","7.4","106","5/20/","205","3.27","68","4.7","100","206.00","4","3","4.8","-1","No","-0.21","46","45.4","161.7","16","7","73","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2589268452","KANG","George","N","4","9/5/","212","3.48","84","4.5","81","5/7/","207","3.33","73","4.0","54","220.00","8","-5","4.1","-13","No","-3.17","1","57.8","109.9","19","11","42","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2575211190","KING","Charlotte","Y","4","9/2/","184","3.31","12","2.9","34","5/8/","189","3.29","22","5.3","32","188.00","4","5","4.7","1","Yes*","0.21","54","78.8","180.1","24","19","65","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2579060560","LUO","Monica","F","4","","","","","","","5/3/","186","3.24","16","7.9","60","","","","","","","","","60.5","190.8","24","15","36","","","","","","","Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2592414513","MARTIN","Derek","E","4","9/8/","216","3.47","90","3.1","41","5/9/","228","3.35","99","2.9","46","220.00","4","12","5.3","8","Yes*","1.51","80","66.8","143.2","20","13","71","","","","","","High-G/High-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2586972056","MARTIN","Alex","B","4","9/7/","204","3.44","65","5.2","88","5/1/","200","3.47","53","6.6","84","213.00","9","-4","4.0","-13","No*","-3.25","1","55.4","176.7","23","13","37","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2558486337","MOORE","Nicole","B","4","9/12/","182","3.39","10","4.2","80","5/9/","192","3.24","30","6.5","61","190.00","8","10","4.8","2","Yes","0.42","58","53.8","185.3","23","12","39","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2587926229","REN","Charlotte","E","4","9/6/","197","3.32","44","6.6","100","5/1/","204","3.36","65","8.9","82","204.00","7","7","5.2","0","Yes","0.0","50","76.8","121.9","23","18","68","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2565132193","SONG","Max","W","4","9/10/","196","3.31","41","5.6","55","5/16/","202","3.2","59","6.1","82","200.00","4","6","4.8","2","Yes","0.42","58","48.8","109.3","21","10","72","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2589134873","TAYLOR","Cathy","T","4","9/2/","180","3.5","7","2.8","90","5/14/","191","3.45","27","6.5","116","186.00","6","11","4.4","5","Yes*","1.14","73","79.6","97.8","15","12","61","","","","","","High-G/Low-A","High-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2554322017","THOMAS","Noah","S","4","9/5/","215","3.36","89","4.1","66","5/4/","211","3.32","82","7.5","114","221.00","6","-4","4.1","-10","No*","-2.44","1","53.2","158.7","18","10","37","","","","","","Low-G/High-A","Low-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2554501625","WILSON","Rachel","M","4","9/10/","195","3.21","38","6.7","57","5/15/","198","3.29","47","4.1","36","204.00","9","3","4.3","-6","No*","-1.4","22","60.6","112.0","20","12","39","","","","","","Low-G/Low-A","Low-G/Low-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Language Arts","Reading","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2528790705","ZHOU","Eric","C","4","9/2/","195","3.49","38","4.7","70","5/9/","210","3.37","80","6.9","41","202.00","7","15","4.0","8","Yes*","2.0","90","72.3","179.1","15","11","60","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2530073763","ANDERSON","Evan","W","4","9/4/","211","3.33","36","8.4","34","5/4/","222","3.25","74","7.8","69","220.00","9","11","4.6","2","Yes","0.43","59","76.2","183.7","21","16","39","","","","","","High-G/Low-A","High-G/High-A","50","50"
"Spring 2025-2026","Spring 2025-2026","Greenfield International Academy","GIA-Primary","Jenkins, Thomas","G4G","Mathematics","Math K-12","Summary","2025","Fall 2025 - Spring 2026","4","4","NONE","","2574894729","CAO","Ella","S","4","9/12/","224","3.23","79","8.8","31","5/19/","240","3.32","99","2.3","59","232.00","8","16","4.3","8","Yes*","1.86","87","55.5","133.2","18","10","59","","","","","","High-G/High-A","High-G/High-A","50","50"
